         9327113 function calls (9308042 primitive calls) in 6.906 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        1    0.000    0.000    0.000    0.000 geo.py:386(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:797(_make_union)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.000    0.000 backend_bases.py:708(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 patches.py:1765(Annulus)
        1    0.000    0.000    0.000    0.000 tree_util.py:1142(generate_key_paths)
        1    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
       13    0.000    0.000    0.000    0.000 mixins.py:46(_numeric_methods)
       30    0.000    0.000    0.000    0.000 typing.py:2523(get_origin)
        1    0.000    0.000    0.000    0.000 geo.py:316(InvertedHammerTransform)
      334    0.000    0.000    0.000    0.000 enum.py:1317(name)
        1    0.000    0.000    0.000    0.000 xla_metadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lax.py:289(RoundingMethod)
       48    0.000    0.000    0.000    0.000 {built-in method posix._path_splitroot_ex}
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lax.py:6227(PaddingType)
        1    0.000    0.000    0.000    0.000 geo.py:272(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 compute_on.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:456(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2187(BlendedGenericTransform)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        2    0.000    0.000    0.000    0.000 __init__.py:188(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
        1    0.000    0.000    0.000    0.000 core.py:4724(IndentedBlock)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
      119    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        2    0.000    0.000    0.000    0.000 typing.py:2398(get_type_hints)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
      222    0.000    0.000    0.000    0.000 core.py:470(def_impl)
       63    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:5400(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:243(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
       32    0.000    0.000    0.000    0.000 warnings.py:509(__exit__)
        1    0.000    0.000    0.000    0.000 xla_client.py:483(PaddingType)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:348(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 patches.py:654(Shadow)
        6    0.000    0.000    0.000    0.000 core.py:1180(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 results.py:39(ParseResults)
        1    0.000    0.000    0.000    0.000 fusion.py:1(<module>)
       12    0.000    0.000    0.000    0.000 core.py:283(wrapper)
        1    0.000    0.000    0.000    0.000 scale.py:583(LogitTransform)
        1    0.000    0.000    0.000    0.000 core.py:1017(as_hashable_key)
        1    0.000    0.000    0.000    0.000 patches.py:1008(StepPatch)
        4    0.000    0.000    0.000    0.000 inspect.py:3095(_hash_basis)
       82    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
       54    0.000    0.000    0.000    0.000 core.py:2495(parseImpl)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x10385d940}
        1    0.000    0.000    0.000    0.000 scale.py:381(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 ann.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:460(__call__)
       97    0.000    0.000    0.000    0.000 core.py:6101(<genexpr>)
       19    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 mesh_utils.py:1(<module>)
       10    0.000    0.000    0.000    0.000 core.py:4714(_generateDefaultName)
       85    0.000    0.000    0.000    0.000 partial_eval.py:2517(def_trivial_padding)
       11    0.000    0.000    0.000    0.000 version.py:504(_cmpkey)
      232    0.000    0.000    0.000    0.000 dataclasses.py:1111(<genexpr>)
        3    0.000    0.000    0.000    0.000 core.py:3695(__init__)
        1    0.000    0.000    0.000    0.000 fused_attention_stablehlo.py:58(AttentionLayout)
      185    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 _linalg.py:499(inv)
        1    0.000    0.000    0.000    0.000 core.py:2504(Keyword)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1668(_guarded_repr_or_str)
        1    0.000    0.000    0.000    0.000 core.py:3188(view)
        2    0.000    0.000    0.000    0.000 dtypes.py:541(_type_promotion_lattice)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        6    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
      276    0.000    0.000    0.000    0.000 {built-in method _operator.eq}
        1    0.000    0.000    0.000    0.000 scale.py:609(LogisticTransform)
        1    0.000    0.000    0.000    0.000 scale.py:464(AsinhTransform)
       21    0.000    0.000    0.000    0.000 _docstring.py:71(update)
      233    0.000    0.000    0.000    0.000 core.py:441(__init__)
        3    0.000    0.000    0.000    0.000 config.py:571(float_state)
        1    0.000    0.000    0.000    0.000 unicode.py:236(Japanese)
       20    0.000    0.000    0.000    0.000 _compiler.py:405(_generate_overlap_table)
       10    0.000    0.000    0.000    0.000 enum.py:1434(_iter_member_by_def_)
       18    0.000    0.000    0.000    0.000 deprecation.py:179(finalize)
        1    0.000    0.000    0.000    0.000 scale.py:483(InvertedAsinhTransform)
        3    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      100    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      215    0.000    0.000    0.000    0.000 dataclasses.py:1172(<genexpr>)
        1    0.000    0.000    0.000    0.000 paths.py:1108(DynamicProgramming)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        5    0.000    0.000    0.000    0.000 _compiler.py:389(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 tree_util.py:1133(tree_leaves_with_path)
       51    0.000    0.000    0.000    0.000 core.py:2466(_generateDefaultName)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        4    0.000    0.000    0.000    0.000 version.py:142(_version_as_tuple)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:125(Blend)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 core.py:3664(__init__)
       25    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
        1    0.000    0.000    0.000    0.000 unicode.py:75(nums)
        1    0.000    0.000    0.000    0.000 patches.py:1585(Ellipse)
      105    0.000    0.000    0.000    0.000 _docstring.py:116(do_copy)
      134    0.000    0.000    0.000    0.000 contextlib.py:450(__exit__)
        3    0.000    0.000    0.000    0.000 __init__.py:522(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 <frozen os>:753(setdefault)
        1    0.000    0.000    0.000    0.000 numerictypes.py:622(_register_types)
        1    0.000    0.000    0.000    0.000 core.py:3559(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:815(Grouper)
        3    0.000    0.000    0.000    0.000 core.py:1754(suppress)
        1    0.000    0.000    0.000    0.000 _iinfo.py:36(__init__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 partition_spec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:702(polyval)
       10    0.000    0.000    0.000    0.000 typing.py:1754(<genexpr>)
        1    0.000    0.000    0.000    0.000 compilation_cache_interface.py:1(<module>)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:492(validate)
        1    0.000    0.000    0.000    0.000 patches.py:931(RegularPolygon)
       95    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        1    0.000    0.000    0.000    0.000 glob.py:186(_listdir)
        1    0.000    0.000    0.000    0.000 other.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xla_client.py:561(CustomCallTargetTraits)
      130    0.000    0.000    0.000    0.000 typing.py:2999(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:1119(__init__)
       36    0.000    0.000    0.000    0.000 ad.py:767(defjvp)
       12    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
       35    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        7    0.000    0.000    0.000    0.000 __init__.py:1497(debug)
        4    0.000    0.000    0.000    0.000 <frozen os>:719(__setitem__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        4    0.000    0.000    0.000    0.000 _abc.py:460(is_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
      171    0.000    0.000    0.000    0.000 core.py:1771(leave_whitespace)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
      141    0.000    0.000    0.000    0.000 enum.py:910(<lambda>)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 quiver.py:443(Quiver)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:117(Artist)
        1    0.000    0.000    0.000    0.000 _enums.py:17(_AutoStringNameEnum)
        1    0.000    0.000    0.000    0.000 __init__.py:432(_sanity_check)
        1    0.000    0.000    0.000    0.000 inspect.py:3262(bind_partial)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       12    0.000    0.000    0.000    0.000 core.py:6055(<lambda>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 Image.py:192(Palette)
       62    0.000    0.000    0.000    0.000 patches.py:2357(_register_style)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       12    0.000    0.000    0.000    0.000 ufunc_api.py:121(__init__)
       35    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
        7    0.000    0.000    0.000    0.000 functools.py:862(_is_union_type)
       24    0.000    0.000    0.000    0.000 numerictypes.py:590(_scalar_type_key)
      138    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        2    0.000    0.000    0.000    0.000 linear_util.py:236(transformation_with_aux2)
       10    0.000    0.000    0.000    0.000 results.py:349(get)
        1    0.000    0.000    0.000    0.000 core.py:6754(__array_finalize__)
        5    0.000    0.000    0.000    0.000 {built-in method jaxlib.mlir._mlir_libs._mlir.register_dialect}
        3    0.000    0.000    0.000    0.000 custom_derivatives.py:465(__init__)
        2    0.000    0.000    0.000    0.000 _local.py:315(anchor)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 tree_util.py:1125(tree_flatten_with_path)
        1    0.000    0.000    0.000    0.000 _twodim_base_impl.py:549(vander)
      174    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       14    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       51    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 Image.py:533(Image)
        1    0.000    0.000    0.000    0.000 environment_info.py:1(<module>)
     16/4    0.000    0.000    0.000    0.000 ast.py:88(_convert)
        4    0.000    0.000    0.000    0.000 uuid.py:142(__init__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
        1    0.000    0.000    0.000    0.000 contract.py:32(PathInfo)
        6    0.000    0.000    0.000    0.000 __init__.py:316(_logged_cached)
      170    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
       16    0.000    0.000    0.000    0.000 rcsetup.py:96(_listify_validator)
        8    0.000    0.000    0.000    0.000 config.py:799(string_flag)
        1    0.000    0.000    0.000    0.000 subprocess.py:756(Popen)
      105    0.000    0.000    0.000    0.000 _docstring.py:114(copy)
       90    0.000    0.000    0.000    0.000 __init__.py:185(keys)
        1    0.000    0.000    0.000    0.000 lax_numpy.py:490(issubdtype)
      134    0.000    0.000    0.000    0.000 contextlib.py:444(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        2    0.000    0.000    0.000    0.000 arrayprint.py:537(decorating_function)
        7    0.000    0.000    0.000    0.000 warnings.py:188(_add_filter)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
